tecnologia,mcc,net,operador,lac,cellid,latitud,longitud,cobertura,fecha,id
UMTS,736,2,Entel,43401,13796638,-17.377619,-66.149948,1000,2017-05-08 00:46:13+00:00,151394
LTE,736,2,Entel,17413,1570005,-17.39432,-66.171501,1000,2017-05-08 02:19:03+00:00,151393
LTE,736,1,Viva,21000,3074819,-17.39285,-66.160725,1000,2017-09-22 15:44:03+00:00,151392
LTE,736,1,Viva,21000,3110658,-17.388289,-66.142171,1000,2017-09-20 22:42:30+00:00,151391
UMTS,736,2,Entel,43402,13828080,-17.382878,-66.144992,1576,2017-05-07 02:33:16+00:00,151390
UMTS,736,2,Entel,43403,5269540,-17.393965,-66.14447,1000,2017-05-07 19:11:15+00:00,151389
LTE,736,1,Viva,21000,3078402,-17.376981,-66.154879,1000,2017-09-27 19:26:37+00:00,151388
LTE,736,3,Tigo,27461,20480261,-17.385717,-66.167366,1000,2017-05-07 00:36:52+00:00,151387
UMTS,736,1,Viva,1210,13260489,-17.37937,-66.157097,1000,2017-05-06 13:59:23+00:00,151386
UMTS,736,2,Entel,17461,24151,-17.383722,-66.150497,1000,2017-05-06 19:37:51+00:00,151385
UMTS,736,2,Entel,201,20122,-17.379366,-66.147522,1000,2017-05-06 18:48:53+00:00,151384
UMTS,736,3,Tigo,17802,5270915,-17.385782,-66.141479,1000,2017-05-06 05:49:40+00:00,151383
UMTS,736,1,Viva,1202,13198713,-17.376573,-66.139723,1268,2017-09-14 16:52:43+00:00,151382
UMTS,736,1,Viva,1210,3086082,-17.391392,-66.154259,1000,2017-05-06 15:50:31+00:00,151381
UMTS,736,1,Viva,1212,13331789,-17.38077,-66.151848,1000,2017-05-03 23:44:32+00:00,151380
UMTS,736,1,Viva,1210,13260798,-17.389487,-66.160002,1033,2017-05-03 16:56:52+00:00,151379
LTE,736,3,Tigo,27461,20500230,-17.387302,-66.153942,2897,2017-09-27 19:52:54+00:00,151378
GSM,736,1,Viva,201,20883,-17.384336,-66.150557,1000,2017-05-03 17:50:11+00:00,151377
UMTS,736,2,Entel,43401,13787380,-17.377458,-66.163417,1000,2017-05-05 23:15:07+00:00,151376
GSM,736,3,Tigo,17461,0,-17.389518,-66.161187,1327,2017-05-15 08:51:14+00:00,151375
UMTS,736,1,Viva,40401,30993,-17.37962,-66.162231,1000,2017-05-03 23:51:55+00:00,151374
UMTS,736,1,Viva,1210,13264563,-17.380204,-66.164013,1000,2017-05-03 17:21:51+00:00,151373
UMTS,736,3,Tigo,17800,5262001,-17.393347,-66.145294,1000,2017-05-03 20:31:29+00:00,151372
UMTS,736,2,Entel,43401,13796254,-17.388033,-66.154259,1000,2017-05-02 22:24:09+00:00,151371
LTE,736,2,Entel,44404,10245124,-17.395032,-66.157362,4962,2017-09-21 09:15:38+00:00,151370
LTE,736,1,Viva,21000,3077379,-17.391525,-66.147588,1000,2020-03-15 17:36:46+00:00,151369
GSM,736,3,Tigo,17461,34038,-17.392521,-66.164436,1000,2017-05-11 23:12:04+00:00,151368
UMTS,736,1,Viva,1210,13260487,-17.379815,-66.141563,1000,2017-09-14 18:25:40+00:00,151367
UMTS,736,1,Viva,1210,13263398,-17.381104,-66.151769,1000,2017-04-18 18:30:00+00:00,151366
UMTS,736,1,Viva,1210,13258309,-17.377116,-66.158234,1000,2017-04-18 18:30:00+00:00,151365
UMTS,736,2,Entel,43401,13796016,-17.384398,-66.161354,1000,2017-04-18 18:30:00+00:00,151364
UMTS,736,2,Entel,43401,13796999,-17.376551,-66.15732,1000,2017-05-07 18:54:18+00:00,151363
UMTS,736,1,Viva,1212,13331793,-17.382433,-66.160591,5315,2017-04-18 18:30:00+00:00,151362
UMTS,736,2,Entel,201,20292,-17.383101,-66.162216,1000,2017-04-18 18:30:00+00:00,151361
LTE,736,1,Viva,40401,30362,-17.376562,-66.138756,1000,2017-04-18 18:30:00+00:00,151360
GSM,736,1,Viva,201,20882,-17.383825,-66.151917,1000,2017-04-18 18:30:00+00:00,151359
UMTS,736,2,Entel,43404,5276671,-17.393621,-66.172935,1000,2017-04-18 18:30:00+00:00,151358
UMTS,736,1,Viva,1210,13258778,-17.378511,-66.159653,1000,2017-04-18 18:30:00+00:00,151357
UMTS,736,3,Tigo,17800,5261045,-17.385481,-66.162947,2219,2017-05-14 16:03:56+00:00,151356
LTE,736,1,Viva,21000,3087361,-17.39497,-66.138345,1000,2017-09-20 18:16:07+00:00,151355
LTE,736,2,Entel,44401,10266628,-17.386244,-66.144945,5432,2019-04-14 12:50:28+00:00,151354
LTE,736,1,Viva,21000,3075073,-17.378497,-66.154099,1000,2017-09-26 20:59:14+00:00,151353
LTE,736,1,Viva,21000,3110659,-17.388551,-66.149177,1000,2017-09-20 22:37:58+00:00,151352
LTE,736,1,Viva,65534,3100163,-17.390418,-66.157837,1000,2017-05-13 01:02:08+00:00,151351
LTE,736,1,Viva,21000,3086338,-17.392479,-66.158875,1000,2017-04-18 18:30:00+00:00,151350
UMTS,736,1,Viva,1210,13260219,-17.380875,-66.143774,3802,2017-04-18 18:30:00+00:00,151349
UMTS,736,1,Viva,1210,13263488,-17.39403,-66.14283,1000,2017-09-20 05:12:49+00:00,151348
LTE,736,1,Viva,21000,3086337,-17.39082,-66.171585,1000,2017-09-23 18:09:53+00:00,151347
LTE,736,1,Viva,21000,3083267,-17.384231,-66.158254,1300,2017-09-26 17:03:27+00:00,151346
GSM,736,1,Viva,201,20292,-17.385368,-66.144363,1000,2017-09-20 04:17:24+00:00,151345
GSM,736,3,Tigo,17461,34121,-17.391808,-66.146618,1000,2017-09-20 04:09:31+00:00,151344
LTE,736,1,Viva,21000,3073795,-17.394427,-66.153058,1000,2020-03-15 17:07:16+00:00,151343
LTE,736,1,Viva,21000,3090178,-17.390769,-66.148612,1025,2020-03-15 17:04:43+00:00,151342
UMTS,736,1,Viva,1210,13258823,-17.381222,-66.162057,3527,2017-09-22 21:47:47+00:00,151341
LTE,736,1,Viva,21000,3084801,-17.392929,-66.154305,1000,2017-09-20 02:42:21+00:00,151340
LTE,736,1,Viva,21000,3083265,-17.386401,-66.166574,5242,2017-09-26 17:01:47+00:00,151339
UMTS,736,1,Viva,1210,13263568,-17.385726,-66.149073,1000,2017-05-06 21:18:35+00:00,151338
LTE,736,1,Viva,21000,3110402,-17.39463,-66.15936,1000,2017-05-09 00:22:20+00:00,151337
UMTS,736,3,Tigo,10769,1578604,-17.380709,-66.159836,1000,2017-09-20 02:19:19+00:00,151336
UMTS,736,3,Tigo,10769,1573106,-17.391687,-66.160904,1000,2017-09-20 02:18:53+00:00,151335
LTE,736,3,Tigo,27461,20500229,-17.387069,-66.148043,1451,2017-09-19 19:16:56+00:00,151334
LTE,736,1,Viva,21000,3089409,-17.386906,-66.172048,2430,2017-09-20 03:21:28+00:00,151333
LTE,736,1,Viva,21000,3109889,-17.387621,-66.166582,1000,2017-09-26 21:17:02+00:00,151332
LTE,736,1,Viva,21000,3083522,-17.394647,-66.160842,1000,2020-03-15 17:27:50+00:00,151331
UMTS,736,1,Viva,1210,13258835,-17.394691,-66.173013,2931,2017-05-15 01:56:45+00:00,151330
UMTS,736,2,Entel,202,20252,-17.380164,-66.153284,1000,2017-09-19 23:46:05+00:00,151329
UMTS,736,1,Viva,1210,13258308,-17.377688,-66.143766,1036,2017-09-19 21:26:26+00:00,151328
UMTS,736,1,Viva,1202,13193708,-17.379581,-66.137976,1462,2017-05-03 00:18:14+00:00,151327
UMTS,736,1,Viva,1210,13258833,-17.393677,-66.154976,1000,2017-09-19 21:18:29+00:00,151326
UMTS,736,3,Tigo,17800,5272001,-17.391181,-66.148168,2366,2017-05-15 19:06:59+00:00,151325
UMTS,736,3,Tigo,17800,5271908,-17.37752,-66.143649,1000,2017-09-20 03:26:28+00:00,151324
GSM,736,2,Entel,43401,0,-17.389766,-66.165482,4790,2017-09-19 19:25:53+00:00,151323
UMTS,736,2,Entel,43401,13796721,-17.383122,-66.151635,9362,2017-09-13 16:11:42+00:00,151322
UMTS,736,1,Viva,1210,0,-17.381412,-66.174232,6973,2017-05-13 21:24:35+00:00,151321
LTE,736,2,Entel,44401,10257414,-17.379142,-66.158533,1000,2019-04-08 16:22:02+00:00,151320
UMTS,736,2,Entel,40401,30312,-17.383902,-66.150459,1000,2017-09-19 16:22:03+00:00,151319
UMTS,736,2,Entel,17461,34151,-17.384182,-66.149786,1104,2017-05-03 05:38:48+00:00,151318
UMTS,736,2,Entel,201,20293,-17.386097,-66.150499,1000,2017-05-07 01:44:17+00:00,151317
UMTS,736,1,Viva,1210,13264789,-17.383148,-66.149612,2211,2017-08-24 10:53:08+00:00,151316
UMTS,736,1,Viva,1210,13258487,-17.386895,-66.146204,1000,2017-09-20 01:50:26+00:00,151315
LTE,736,2,Entel,44401,10252037,-17.390268,-66.153906,1000,2019-04-15 13:02:24+00:00,151314
UMTS,736,3,Tigo,17800,0,-17.381658,-66.17491,5425,2017-09-13 18:10:43+00:00,151313
UMTS,736,2,Entel,43401,13795835,-17.393944,-66.154923,3650,2017-05-03 14:31:06+00:00,151312
UMTS,736,3,Tigo,10769,1582106,-17.388227,-66.15403,1000,2017-09-19 15:53:55+00:00,151311
LTE,736,2,Entel,44401,10262533,-17.393264,-66.145916,1000,2019-03-20 13:55:34+00:00,151310
LTE,736,2,Entel,44401,10254596,-17.38575,-66.158239,1542,2019-06-08 00:35:35+00:00,151309
UMTS,736,2,Entel,43401,13797999,-17.376937866211,-66.171340942383,1000,2017-04-07 20:28:51+00:00,151308
LTE,736,1,Viva,8208,484503,-17.391129,-66.145248,1000,2017-04-10 22:18:31+00:00,151307
LTE,736,2,Entel,44401,10257413,-17.379395,-66.156811,1000,2019-04-06 17:44:07+00:00,151306
UMTS,736,1,Viva,1210,13264469,-17.379871,-66.154147,1297,2017-05-11 04:57:57+00:00,151305
UMTS,736,1,Viva,1210,13259787,-17.381979,-66.143945,1000,2017-09-19 22:19:53+00:00,151304
LTE,736,2,Entel,44401,10258181,-17.394007,-66.163551,1000,2019-06-08 00:32:04+00:00,151303
UMTS,736,3,Tigo,17800,5296908,-17.377608,-66.143534,1000,2017-09-20 05:13:33+00:00,151302
UMTS,736,2,Entel,44401,10244865,-17.376937866211,-66.14387512207,1000,2017-03-16 23:07:41+00:00,151301
UMTS,736,1,Viva,1210,13264957,-17.377069,-66.161906,1000,2017-09-15 10:31:34+00:00,151300
UMTS,736,1,Viva,1210,13264959,-17.378538,-66.164846,1000,2017-09-14 19:37:26+00:00,151299
LTE,736,3,Tigo,27461,20534278,-17.393745,-66.158316,1000,2017-09-28 17:53:31+00:00,151298
LTE,736,3,Tigo,27461,20500228,-17.383319,-66.152307,5727,2017-09-28 14:07:07+00:00,151297
UMTS,736,1,Viva,586,2029925,-17.392044067383,-66.145248413086,1000,2017-03-09 19:56:34+00:00,151296
UMTS,736,1,Viva,586,2028048,-17.392044067383,-66.142501831055,1000,2017-03-09 19:56:34+00:00,151295
UMTS,736,1,Viva,586,2029924,-17.392044067383,-66.145248413086,1000,2017-03-09 19:56:34+00:00,151294
UMTS,736,2,Entel,43401,13788380,-17.387924194336,-66.168594360352,1000,2017-03-09 13:23:42+00:00,151293
LTE,736,2,Entel,44401,10249218,-17.387924,-66.170311,1000,2017-04-07 20:29:32+00:00,151292
LTE,736,1,Viva,21000,3075074,-17.380066,-66.153859,2642,2017-09-20 17:01:46+00:00,151291
LTE,736,1,Viva,21000,3094529,-17.378333,-66.145088,1000,2017-09-26 21:31:31+00:00,151290
LTE,736,2,Entel,44401,10258437,-17.377018,-66.161627,1000,2019-04-15 11:27:00+00:00,151289
LTE,736,2,Entel,44401,10240774,-17.379193,-66.164732,3260,2017-09-23 22:47:24+00:00,151288
UMTS,736,3,Tigo,17800,5262031,-17.379403,-66.148195,1630,2017-09-20 02:33:34+00:00,151287
LTE,736,3,Tigo,27461,20488709,-17.392101,-66.149316,3010,2017-09-19 12:27:15+00:00,151286
LTE,736,2,Entel,44401,10240001,-17.388611,-66.163101,1000,2017-02-22 19:39:24+00:00,151285
LTE,736,2,Entel,44401,10241281,-17.389297485352,-66.163101196289,1000,2017-03-24 11:46:14+00:00,151284
LTE,736,2,Entel,44401,10249221,-17.38447,-66.16281,2275,2019-04-05 13:26:37+00:00,151283
LTE,736,2,Entel,44401,10261254,-17.387268,-66.164955,1000,2019-04-15 20:13:01+00:00,151282
LTE,736,2,Entel,44401,10249220,-17.384799,-66.167887,1000,2019-04-05 16:17:48+00:00,151281
LTE,736,2,Entel,44401,10250502,-17.37738,-66.155061,1000,2019-04-11 15:29:02+00:00,151280
LTE,736,2,Entel,44401,10241029,-17.378396,-66.165229,1072,2019-03-22 10:46:19+00:00,151279
LTE,736,2,Entel,44401,10260484,-17.379684,-66.172371,1000,2017-04-13 09:00:02+00:00,151278
UMTS,736,2,Entel,43401,13785630,-17.392044067383,-66.156234741211,1000,2017-04-06 06:09:54+00:00,151277
LTE,736,2,Entel,44401,10240003,-17.393417358398,-66.160354614258,1000,2017-02-09 16:12:13+00:00,151276
LTE,736,2,Entel,44401,10249217,-17.381516,-66.16539,1000,2017-04-07 20:29:32+00:00,151275
LTE,736,2,Entel,44401,10247425,-17.379684448242,-66.158981323242,1000,2017-04-13 09:00:04+00:00,151274
LTE,736,2,Entel,44401,10261252,-17.386571,-66.161258,1147,2019-04-15 20:12:12+00:00,151273
LTE,736,2,Entel,44401,10261253,-17.388439,-66.159861,1000,2019-06-08 00:54:31+00:00,151272
UMTS,736,2,Entel,43401,13785730,-17.391701,-66.153145,1000,2017-04-07 16:48:11+00:00,151271
LTE,736,2,Entel,44401,10247426,-17.385177612305,-66.154861450195,1000,2017-02-01 23:06:32+00:00,151270
LTE,736,2,Entel,44401,10252038,-17.387123,-66.156002,1129,2019-06-08 00:53:52+00:00,151269
LTE,736,2,Entel,44401,10247427,-17.383359,-66.162077,1000,2017-09-13 15:10:00+00:00,151268
LTE,736,3,Tigo,27461,20508934,-17.394709,-66.151463,1692,2017-09-28 21:22:27+00:00,151267
UMTS,736,1,Viva,21000,120881,-17.377335,-66.145212,1000,2017-01-28 19:21:40+00:00,151266
UMTS,736,2,Entel,43401,13787140,-17.382431030273,-66.17546081543,1000,2017-01-17 10:57:09+00:00,151265
LTE,736,3,Tigo,27460,20481030,-17.380628,-66.168897,2636,2017-09-28 21:52:58+00:00,151264
LTE,736,3,Tigo,27460,20481029,-17.384779,-66.173321,3638,2017-09-28 21:49:53+00:00,151263
UMTS,736,1,Viva,1210,13260317,-17.381037,-66.151636,1000,2017-09-24 00:21:58+00:00,151262
UMTS,736,1,Viva,1210,13265313,-17.382431030273,-66.152114868164,1000,2017-01-04 09:12:39+00:00,151261
UMTS,736,1,Viva,1210,13265314,-17.387396,-66.152596,1000,2017-05-07 17:13:26+00:00,151260
UMTS,736,1,Viva,1210,13265317,-17.382431030273,-66.152114868164,1000,2017-01-04 09:12:39+00:00,151259
LTE,736,3,Tigo,27460,20481026,-17.383302,-66.164739,1000,2017-09-27 04:16:41+00:00,151258
UMTS,736,1,Viva,586,2030351,-17.393417358398,-66.157608032227,1000,2017-01-01 09:36:15+00:00,151257
UMTS,736,1,Viva,586,2028314,-17.394790649414,-66.156234741211,1000,2017-01-01 09:36:15+00:00,151256
UMTS,736,2,Entel,43401,13796884,-17.395033,-66.155052,1000,2017-05-12 20:16:41+00:00,151255
GSM,736,1,Viva,201,7967,-17.38655090332,-66.150741577148,1000,2016-12-29 21:07:27+00:00,151254
GSM,736,1,Viva,202,8369,-17.387924194336,-66.168594360352,1000,2016-12-29 21:07:27+00:00,151253
UMTS,736,1,Viva,586,2028085,-17.390670776367,-66.169967651367,1000,2016-12-29 21:08:08+00:00,151252
UMTS,736,1,Viva,586,2028539,-17.387924194336,-66.16584777832,1000,2016-12-29 21:08:08+00:00,151251
UMTS,736,1,Viva,586,2030249,-17.387924194336,-66.167221069336,1000,2016-12-29 21:08:08+00:00,151250
UMTS,736,1,Viva,586,2028630,-17.38655090332,-66.150741577148,1000,2016-12-29 21:08:08+00:00,151249
UMTS,736,1,Viva,586,2030115,-17.391586,-66.149368,1000,2017-03-03 14:36:55+00:00,151248
UMTS,736,1,Viva,586,2027973,-17.38655090332,-66.149368286133,1000,2016-12-29 21:08:08+00:00,151247
UMTS,736,1,Viva,586,2029823,-17.389297485352,-66.160354614258,1000,2016-12-29 21:08:08+00:00,151246
UMTS,736,1,Viva,586,2028537,-17.389297485352,-66.163101196289,1000,2016-12-29 21:08:08+00:00,151245
UMTS,736,1,Viva,586,2030007,-17.387924194336,-66.150741577148,1000,2016-12-29 21:08:08+00:00,151244
UMTS,736,1,Viva,586,2029818,-17.387924194336,-66.169967651367,1000,2016-12-29 21:08:08+00:00,151243
UMTS,736,1,Viva,586,2030121,-17.387924194336,-66.169967651367,1000,2016-12-29 21:08:08+00:00,151242
UMTS,736,1,Viva,586,2028071,-17.387924194336,-66.15348815918,1000,2016-12-29 21:08:08+00:00,151241
UMTS,736,1,Viva,586,2029929,-17.392044067383,-66.145248413086,1000,2017-03-03 14:36:55+00:00,151240
UMTS,736,1,Viva,586,2028086,-17.393417358398,-66.169967651367,1000,2016-12-29 21:08:08+00:00,151239
UMTS,736,1,Viva,586,2030667,-17.387924194336,-66.150741577148,1000,2016-12-29 21:08:08+00:00,151238
UMTS,736,1,Viva,586,2030116,-17.392044067383,-66.149368286133,1000,2016-12-29 21:08:08+00:00,151237
UMTS,736,1,Viva,586,2028413,-17.38655090332,-66.147994995117,1000,2016-12-29 21:08:08+00:00,151236
UMTS,736,1,Viva,586,2030117,-17.387924194336,-66.167221069336,1000,2016-12-29 21:08:08+00:00,151235
UMTS,736,1,Viva,586,2028538,-17.389297485352,-66.161727905273,1000,2016-12-29 21:08:08+00:00,151234
UMTS,736,1,Viva,586,2030122,-17.393417358398,-66.171340942383,1000,2016-12-29 21:08:08+00:00,151233
UMTS,736,1,Viva,586,2027972,-17.385177612305,-66.147994995117,1000,2016-12-29 21:08:08+00:00,151232
UMTS,736,1,Viva,586,2030414,-17.389297485352,-66.160354614258,1000,2016-12-29 21:08:08+00:00,151231
UMTS,736,1,Viva,586,2028817,-17.387924194336,-66.149368286133,1000,2016-12-29 21:08:08+00:00,151230
UMTS,736,1,Viva,586,2030666,-17.387924194336,-66.150741577148,1000,2016-12-29 21:08:08+00:00,151229
UMTS,736,1,Viva,586,2030111,-17.387924194336,-66.15348815918,1000,2016-12-29 21:08:08+00:00,151228
UMTS,736,1,Viva,586,2028373,-17.387924194336,-66.167221069336,1000,2016-12-29 21:08:08+00:00,151227
UMTS,736,1,Viva,586,2028631,-17.387924194336,-66.150741577148,1000,2016-12-29 21:08:08+00:00,151226
UMTS,736,2,Entel,43401,13796996,-17.382029,-66.157411,2104,2017-05-07 23:04:46+00:00,151225
UMTS,736,1,Viva,586,2028837,-17.393417358398,-66.157608032227,1000,2016-12-23 00:47:29+00:00,151224
UMTS,736,1,Viva,586,2028315,-17.393417358398,-66.157608032227,1000,2016-12-23 00:47:29+00:00,151223
UMTS,736,1,Viva,586,2028186,-17.387924194336,-66.158981323242,1000,2016-12-21 23:46:03+00:00,151222
UMTS,736,1,Viva,586,2027947,-17.389297485352,-66.158981323242,1000,2016-12-29 21:08:08+00:00,151221
UMTS,736,1,Viva,586,2030112,-17.390670776367,-66.156234741211,1000,2016-12-21 06:53:56+00:00,151220
UMTS,736,1,Viva,586,2029827,-17.390670776367,-66.158981323242,1000,2016-12-21 06:53:56+00:00,151219
UMTS,736,1,Viva,586,2030066,-17.387238,-66.158295,1000,2016-12-29 21:08:08+00:00,151218
UMTS,736,1,Viva,586,2028182,-17.387238,-66.158295,1000,2016-12-29 21:08:08+00:00,151217
UMTS,736,1,Viva,586,2027949,-17.393417358398,-66.161727905273,1000,2016-12-19 20:15:01+00:00,151216
UMTS,736,1,Viva,586,2028313,-17.392044,-66.155548,1000,2017-01-07 17:51:46+00:00,151215
UMTS,736,1,Viva,586,2028236,-17.392044067383,-66.147994995117,1000,2017-03-03 14:36:50+00:00,151214
GSM,736,1,Viva,201,8127,-17.394790649414,-66.158981323242,1000,2016-12-15 20:33:07+00:00,151213
GSM,736,1,Viva,201,7944,-17.394790649414,-66.158981323242,1000,2016-12-15 20:33:07+00:00,151212
UMTS,736,1,Viva,586,111102,-17.392044067383,-66.147994995117,1000,2016-12-15 20:33:07+00:00,151211
UMTS,736,1,Viva,586,2030013,-17.394790649414,-66.158981323242,1000,2016-12-15 20:33:07+00:00,151210
UMTS,736,1,Viva,586,2029828,-17.394790649414,-66.158981323242,1000,2016-12-15 20:33:07+00:00,151209
UMTS,736,1,Viva,586,2028133,-17.394790649414,-66.158981323242,1000,2016-12-15 20:33:07+00:00,151208
GSM,736,1,Viva,201,8231,-17.391357,-66.147995,1000,2016-12-29 21:07:27+00:00,151207
GSM,736,1,Viva,201,8043,-17.392044067383,-66.147994995117,1000,2016-12-12 23:56:21+00:00,151206
GSM,736,1,Viva,201,8233,-17.392044067383,-66.147994995117,1000,2016-12-12 23:56:21+00:00,151205
GSM,736,1,Viva,201,8232,-17.392044,-66.147308,1000,2016-12-29 21:07:27+00:00,151204
GSM,736,1,Viva,201,8045,-17.392044067383,-66.147994995117,1000,2017-03-03 14:37:14+00:00,151203
UMTS,736,1,Viva,586,2028235,-17.391495,-66.148544,1000,2017-01-08 16:36:24+00:00,151202
UMTS,736,1,Viva,586,2030348,-17.390670776367,-66.156234741211,1000,2016-12-21 06:53:56+00:00,151201
UMTS,736,1,Viva,586,2030108,-17.390670776367,-66.156234741211,1000,2016-12-12 17:29:31+00:00,151200
UMTS,736,1,Viva,586,2028122,-17.383804321289,-66.158981323242,1000,2016-12-12 12:23:21+00:00,151199
UMTS,736,1,Viva,586,2028083,-17.394790649414,-66.17546081543,1000,2016-12-12 05:58:36+00:00,151198
UMTS,736,1,Viva,586,2028087,-17.394104,-66.174774,1000,2016-12-29 21:08:08+00:00,151197
UMTS,736,1,Viva,586,2030123,-17.394790649414,-66.17546081543,1000,2016-12-12 05:58:36+00:00,151196
UMTS,736,1,Viva,586,2028073,-17.387924,-66.155548,1000,2016-12-29 21:08:08+00:00,151195
UMTS,736,1,Viva,586,2028077,-17.387924194336,-66.156234741211,1000,2016-12-08 19:27:21+00:00,151194
UMTS,736,1,Viva,586,2030352,-17.389641,-66.156235,1000,2016-12-21 06:53:56+00:00,151193
UMTS,736,1,Viva,586,2030113,-17.387924,-66.155548,1000,2016-12-29 21:08:08+00:00,151192
UMTS,736,1,Viva,586,2030109,-17.387924194336,-66.156234741211,1000,2016-12-08 19:27:21+00:00,151191
UMTS,736,1,Viva,586,2028316,-17.390670776367,-66.156234741211,1000,2016-12-21 06:53:56+00:00,151190
UMTS,736,1,Viva,586,2028047,-17.390670776367,-66.145248413086,1000,2016-12-04 20:51:35+00:00,151189
UMTS,736,1,Viva,586,2028049,-17.390701,-66.146293,1000,2017-03-09 19:56:34+00:00,151188
UMTS,736,2,Entel,43401,13787340,-17.387924194336,-66.160354614258,1000,2016-11-26 13:56:58+00:00,151187
UMTS,736,2,Entel,43401,13787370,-17.376937866211,-66.161727905273,1000,2016-11-26 13:57:33+00:00,151186
UMTS,736,2,Entel,43401,13786020,-17.387924194336,-66.156234741211,1000,2016-11-26 13:57:33+00:00,151185
UMTS,736,2,Entel,43401,13786000,-17.393542,-66.151726,1000,2017-05-13 01:38:00+00:00,151184
LTE,736,3,Tigo,27461,20489734,-17.395203,-66.166812,1000,2017-09-22 22:43:15+00:00,151183
LTE,736,3,Tigo,27461,20499973,-17.395032,-66.154502,1033,2017-09-28 21:19:27+00:00,151182
LTE,736,3,Tigo,27461,20480774,-17.391383,-66.162869,4244,2017-09-28 21:33:28+00:00,151181
UMTS,736,1,Viva,1210,13263397,-17.379684448242,-66.152114868164,1000,2016-11-14 05:46:59+00:00,151180
LTE,736,3,Tigo,27461,20482052,-17.378215,-66.149387,4660,2017-09-28 14:04:31+00:00,151179
UMTS,736,1,Viva,1210,13258933,-17.38531,-66.154161,1000,2017-09-26 23:11:59+00:00,151178
UMTS,736,1,Viva,1210,13258934,-17.389265,-66.165989,1406,2017-09-28 15:00:31+00:00,151177
UMTS,736,1,Viva,1202,13259608,-17.376937866211,-66.137008666992,1000,2016-10-19 15:59:49+00:00,151176
UMTS,736,1,Viva,1202,13258638,-17.376937866211,-66.138381958008,1000,2016-10-19 15:59:49+00:00,151175
UMTS,736,1,Viva,1210,13259408,-17.378311157227,-66.141128540039,1000,2016-10-19 15:59:49+00:00,151174
LTE,736,3,Tigo,27461,20481284,-17.394117,-66.147761,1242,2017-09-27 19:46:51+00:00,151173
UMTS,736,2,Entel,40401,30242,-17.382431030273,-66.154861450195,1000,2016-10-12 18:06:12+00:00,151172
LTE,736,3,Tigo,27461,20510979,-17.38759,-66.151544,3139,2017-09-20 22:52:07+00:00,151171
UMTS,736,2,Entel,43401,13796632,-17.376937866211,-66.138381958008,1000,2016-10-02 12:02:47+00:00,151170
UMTS,736,1,Viva,1210,13260817,-17.385218,-66.146118,1000,2017-04-18 18:30:00+00:00,151169
UMTS,736,3,Tigo,17800,5261968,-17.387924194336,-66.169967651367,1000,2016-09-25 14:34:28+00:00,151168
UMTS,736,2,Entel,43401,13786350,-17.376937866211,-66.141128540039,1000,2016-10-07 15:13:43+00:00,151167
LTE,736,2,Entel,44401,10258180,-17.392581,-66.161267,1000,2019-06-08 00:35:24+00:00,151166
LTE,736,3,Tigo,27461,20500741,-17.376745,-66.145335,1000,2017-09-22 03:06:39+00:00,151165
LTE,736,3,Tigo,27461,20508932,-17.387781,-66.152045,4830,2017-09-27 14:52:48+00:00,151164
UMTS,736,2,Entel,43401,13785830,-17.39438,-66.150515,1000,2017-09-19 17:16:11+00:00,151163
UMTS,736,2,Entel,43401,13787410,-17.38655090332,-66.15348815918,1000,2016-09-13 07:17:29+00:00,151162
UMTS,736,2,Entel,43401,13796015,-17.38814,-66.14945,1000,2017-09-20 05:03:57+00:00,151161
GSM,736,2,Entel,40401,30741,-17.394229,-66.152194,1000,2017-09-19 17:54:07+00:00,151160
UMTS,736,2,Entel,43401,13788420,-17.385731,-66.160664,4735,2017-05-15 01:50:49+00:00,151159
LTE,736,2,Entel,44400,10252038,-17.387924194336,-66.156234741211,1000,2016-09-21 18:37:24+00:00,151158
LTE,736,2,Entel,44401,10258182,-17.392297,-66.165295,1461,2019-06-08 00:31:34+00:00,151157
LTE,736,2,Entel,44401,10265349,-17.387152,-66.152416,1000,2019-04-14 14:22:33+00:00,151156
UMTS,736,1,Viva,1210,13258873,-17.389226,-66.136583,1793,2017-05-14 00:10:17+00:00,151155
UMTS,736,1,Viva,1210,13263877,-17.394793,-66.137612,1000,2017-05-04 02:47:52+00:00,151154
UMTS,736,1,Viva,1210,13258825,-17.391205,-66.155581,1215,2017-05-07 18:54:33+00:00,151153
LTE,736,2,Entel,44402,10243078,-17.381794,-66.149421,3824,2017-05-09 16:51:13+00:00,151152
UMTS,736,2,Entel,43401,13786300,-17.38648,-66.144471,1000,2017-05-12 22:01:20+00:00,151151
UMTS,736,2,Entel,43401,13787390,-17.386179,-66.145318,1000,2017-05-12 22:08:16+00:00,151150
LTE,736,2,Entel,44401,10252292,-17.383804321289,-66.145248413086,1000,2016-08-17 18:44:33+00:00,151149
UMTS,736,2,Entel,43401,13785610,-17.393417358398,-66.164474487305,1000,2016-08-16 09:52:57+00:00,151148
UMTS,736,2,Entel,43401,13796992,-17.380036,-66.1545,1000,2017-09-19 21:46:56+00:00,151147
UMTS,736,2,Entel,43401,13788390,-17.394790649414,-66.158981323242,1000,2016-08-16 09:52:57+00:00,151146
LTE,736,1,Viva,21000,3083266,-17.382136,-66.15929,1590,2017-09-26 22:17:05+00:00,151145
